"","osm_id","name","addr.street","shop","long","lat"
"2045695787","2045695787",NA,NA,NA,119.3869167,-5.2092907
"2045695788","2045695788",NA,NA,NA,119.3870476,-5.2093211
"2052465898","2052465898",NA,NA,NA,119.4185054,-5.1240586
"2052465899","2052465899",NA,NA,NA,119.4183058,-5.124089
"2052465918","2052465918",NA,NA,NA,119.418793,-5.1261814
"2052465919","2052465919",NA,NA,NA,119.4186315,-5.126196
"2052465922","2052465922",NA,NA,NA,119.4188045,-5.1263069
"2052465923","2052465923",NA,NA,NA,119.4186429,-5.1263215
"2052465924","2052465924",NA,NA,NA,119.4164683,-5.126586
"2052465925","2052465925",NA,NA,NA,119.4163298,-5.1265991
"2052465928","2052465928",NA,NA,NA,119.4164926,-5.126722
"2052465931","2052465931",NA,NA,NA,119.4163467,-5.1267481
"2052465993","2052465993",NA,NA,NA,119.4238562,-5.1300854
"2052465994","2052465994",NA,NA,NA,119.4237141,-5.1301168
"2052465995","2052465995",NA,NA,NA,119.4238602,-5.1301956
"2052465996","2052465996",NA,NA,NA,119.4237214,-5.130211
"2052490323","2052490323",NA,NA,NA,119.4303107,-5.1215694
"2052490326","2052490326",NA,NA,NA,119.4303936,-5.1215865
"2052490328","2052490328",NA,NA,NA,119.4303012,-5.1216152
"2052490329","2052490329",NA,NA,NA,119.4303841,-5.1216323
"2052490347","2052490347",NA,NA,NA,119.4286975,-5.1260874
"2052490348","2052490348",NA,NA,NA,119.4288005,-5.1261362
"2052490349","2052490349",NA,NA,NA,119.4286637,-5.1261564
"2052490350","2052490350",NA,NA,NA,119.428662,-5.12618
"2052490351","2052490351",NA,NA,NA,119.4287701,-5.1262018
"2052490352","2052490352",NA,NA,NA,119.4287617,-5.126222
"2052490353","2052490353",NA,NA,NA,119.4286265,-5.1262355
"2052490354","2052490354",NA,NA,NA,119.4287363,-5.1262793
"2052490355","2052490355",NA,NA,NA,119.4283319,-5.1275894
"2052490356","2052490356",NA,NA,NA,119.4284096,-5.1276216
"2052490357","2052490357",NA,NA,NA,119.428305,-5.1276472
"2052490358","2052490358",NA,NA,NA,119.4283785,-5.1276781
"2052490359","2052490359",NA,NA,NA,119.4227821,-5.1305366
"2052490360","2052490360",NA,NA,NA,119.4228553,-5.1305498
"2052490363","2052490363",NA,NA,NA,119.422756,-5.1306796
"2052490364","2052490364",NA,NA,NA,119.4228292,-5.1306928
"2052494071","2052494071",NA,NA,NA,119.4206179,-5.1396767
"2052494072","2052494072",NA,NA,NA,119.4204906,-5.1396941
"2052494074","2052494074",NA,NA,NA,119.4206304,-5.1397836
"2052494075","2052494075",NA,NA,NA,119.4204943,-5.1397948
"2052494076","2052494076",NA,NA,NA,119.4206595,-5.1399525
"2052494077","2052494077",NA,NA,NA,119.4204092,-5.1399892
"2052494078","2052494078",NA,NA,NA,119.4206798,-5.1400497
"2052494079","2052494079",NA,NA,NA,119.4206908,-5.1400735
"2052494081","2052494081",NA,NA,NA,119.4204221,-5.14009
"2052494082","2052494082",NA,NA,NA,119.4204221,-5.1401175
"2052494083","2052494083",NA,NA,NA,119.4207092,-5.1401982
"2052494084","2052494084",NA,NA,NA,119.4204386,-5.1402477
"2053695181","2053695181",NA,NA,NA,119.4674712,-5.1498531
"2053695182","2053695182",NA,NA,NA,119.4675491,-5.149877
"2053695185","2053695185",NA,NA,NA,119.4674292,-5.1500023
"2053695189","2053695189",NA,NA,NA,119.4675281,-5.1500292
"2054520773","2054520773",NA,NA,NA,119.5234763,-5.0775647
"2054520776","2054520776",NA,NA,NA,119.5234166,-5.0776007
"2054520779","2054520779",NA,NA,NA,119.5234999,-5.0776036
"2054520782","2054520782",NA,NA,NA,119.5234402,-5.0776395
"2054521332","2054521332",NA,NA,NA,119.5315968,-5.0947877
"2054521333","2054521333",NA,NA,NA,119.5315046,-5.0948725
"2054521334","2054521334",NA,NA,NA,119.5316602,-5.0948561
"2054521335","2054521335",NA,NA,NA,119.531568,-5.0949408
"2054521336","2054521336",NA,NA,NA,119.5325551,-5.0952892
"2054521337","2054521337",NA,NA,NA,119.5324305,-5.0953833
"2054521338","2054521338",NA,NA,NA,119.5327089,-5.0954915
"2054521339","2054521339",NA,NA,NA,119.5325843,-5.0955855
"2054522335","2054522335",NA,NA,NA,119.5225375,-5.1066256
"2054522338","2054522338",NA,NA,NA,119.5224616,-5.1066685
"2054522339","2054522339",NA,NA,NA,119.5225691,-5.1066811
"2054522343","2054522343",NA,NA,NA,119.5224932,-5.106724
"2054522380","2054522380",NA,NA,NA,119.5207251,-5.1077901
"2054522382","2054522382",NA,NA,NA,119.5206532,-5.1078443
"2054522384","2054522384",NA,NA,NA,119.5208183,-5.1079129
"2054522385","2054522385",NA,NA,NA,119.5207465,-5.1079671
"2054522386","2054522386",NA,NA,NA,119.5197014,-5.108114
"2054522387","2054522387",NA,NA,NA,119.5196367,-5.1081468
"2054522388","2054522388",NA,NA,NA,119.519748,-5.1082054
"2054522389","2054522389",NA,NA,NA,119.5196833,-5.1082382
"2055393482","2055393482",NA,NA,NA,119.4523379,-5.1410376
"2055393485","2055393485",NA,NA,NA,119.4524199,-5.1410673
"2055393488","2055393488",NA,NA,NA,119.4522782,-5.1411714
"2055393491","2055393491",NA,NA,NA,119.452371,-5.1412047
"2055393501","2055393501",NA,NA,NA,119.4577151,-5.1416963
"2055393509","2055393509",NA,NA,NA,119.4578399,-5.141741
"2055393512","2055393512",NA,NA,NA,119.4577051,-5.141751
"2055393515","2055393515",NA,NA,NA,119.4578274,-5.1417982
"2055878333","2055878333",NA,NA,NA,119.4572963,-5.1420961
"2055878334","2055878334",NA,NA,NA,119.4573574,-5.1421184
"2055878344","2055878344",NA,NA,NA,119.4572401,-5.1422504
"2055878345","2055878345",NA,NA,NA,119.4573012,-5.1422727
"2057255598","2057255598",NA,NA,NA,119.4113511,-5.140753
"2057255612","2057255612",NA,NA,NA,119.4111835,-5.1408003
"2057255653","2057255653",NA,NA,NA,119.4113948,-5.1409018
"2057255671","2057255671",NA,NA,NA,119.4112236,-5.1409417
"2057260315","2057260315",NA,NA,NA,119.4128795,-5.1385321
"2057260333","2057260333",NA,NA,NA,119.4126608,-5.1385959
"2057260342","2057260342",NA,NA,NA,119.4129382,-5.1387659
"2057260356","2057260356",NA,NA,NA,119.4127195,-5.1388137
"2057263257","2057263257",NA,NA,NA,119.4133562,-5.1446534
"2057263259","2057263259",NA,NA,NA,119.4132063,-5.1446565
"2057263261","2057263261",NA,NA,NA,119.4134474,-5.1446703
"2057263263","2057263263",NA,NA,NA,119.4133609,-5.1446765
"2057263265","2057263265",NA,NA,NA,119.4134567,-5.1447396
"2057263267","2057263267",NA,NA,NA,119.4132542,-5.1448073
"2057263269","2057263269",NA,NA,NA,119.4132991,-5.1448104
"2057263271","2057263271",NA,NA,NA,119.4133037,-5.1448381
"2057263273","2057263273",NA,NA,NA,119.4133748,-5.1448381
"2057263275","2057263275",NA,NA,NA,119.4134628,-5.1448565
"2057263277","2057263277",NA,NA,NA,119.4133809,-5.1448596
"2057297793","2057297793",NA,NA,NA,119.4224814,-5.1482451
"2057303049","2057303049",NA,NA,NA,119.4173841,-5.176371
"2057303051","2057303051",NA,NA,NA,119.4175051,-5.1763752
"2057303053","2057303053",NA,NA,NA,119.4173813,-5.1764103
"2057303054","2057303054",NA,NA,NA,119.4175022,-5.1764229
"2057303056","2057303056",NA,NA,NA,119.4142127,-5.1764518
"2057303058","2057303058",NA,NA,NA,119.4142676,-5.1764903
"2057303060","2057303060",NA,NA,NA,119.4141856,-5.1764902
"2057303062","2057303062",NA,NA,NA,119.4142406,-5.1765286
"2057303119","2057303119",NA,NA,NA,119.4170148,-5.1805018
"2057303121","2057303121",NA,NA,NA,119.4169754,-5.180527
"2057303122","2057303122",NA,NA,NA,119.4170541,-5.1805298
"2057303123","2057303123",NA,NA,NA,119.4170218,-5.180569
"2057303141","2057303141",NA,NA,NA,119.4198517,-5.1821999
"2057303142","2057303142",NA,NA,NA,119.4199066,-5.1822335
"2057303143","2057303143",NA,NA,NA,119.419766,-5.1823343
"2057303144","2057303144",NA,NA,NA,119.4198208,-5.1823721
"2057303167","2057303167",NA,NA,NA,119.4139966,-5.185329
"2057303168","2057303168",NA,NA,NA,119.4139867,-5.1853486
"2057303169","2057303169",NA,NA,NA,119.4140367,-5.1853493
"2057303170","2057303170",NA,NA,NA,119.4139921,-5.1853688
"2057303171","2057303171",NA,NA,NA,119.4140268,-5.1853689
"2057303172","2057303172",NA,NA,NA,119.4140193,-5.1853849
"2057303173","2057303173",NA,NA,NA,119.4139816,-5.1853865
"2057303174","2057303174",NA,NA,NA,119.4140087,-5.1854026
"2057368658","2057368658",NA,NA,NA,119.4054688,-5.1365197
"2057368685","2057368685",NA,NA,NA,119.4053152,-5.1365487
"2057368707","2057368707",NA,NA,NA,119.4054704,-5.1365696
"2057368722","2057368722",NA,NA,NA,119.4053216,-5.1365777
"2057368726","2057368726",NA,NA,NA,119.4053944,-5.1365809
"2057368811","2057368811",NA,NA,NA,119.4106546,-5.13666
"2057368837","2057368837",NA,NA,NA,119.4110032,-5.136671
"2057368908","2057368908",NA,NA,NA,119.410653,-5.1367122
"2057368918","2057368918",NA,NA,NA,119.4108125,-5.1367172
"2057368960","2057368960",NA,NA,NA,119.4110015,-5.1367232
"2057369799","2057369799",NA,NA,NA,119.4099867,-5.1372774
"2057369812","2057369812",NA,NA,NA,119.4100599,-5.1372795
"2057370045","2057370045",NA,NA,NA,119.4099846,-5.1374167
"2057370047","2057370047",NA,NA,NA,119.4100577,-5.1374167
"2057370875","2057370875",NA,NA,NA,119.4091391,-5.1381595
"2057370952","2057370952",NA,NA,NA,119.4089728,-5.1382294
"2057370953","2057370953",NA,NA,NA,119.4091677,-5.1382294
"2057371015","2057371015",NA,NA,NA,119.4090073,-5.1382974
"2057371814","2057371814",NA,NA,NA,119.4101969,-5.1390133
"2057371875","2057371875",NA,NA,NA,119.4102227,-5.1390861
"2057371882","2057371882",NA,NA,NA,119.4099839,-5.1390969
"2057371945","2057371945",NA,NA,NA,119.4100075,-5.1391654
"2057372019","2057372019",NA,NA,NA,119.4094975,-5.1392362
"2057372036","2057372036",NA,NA,NA,119.4094179,-5.1392533
"2057372096","2057372096",NA,NA,NA,119.4095148,-5.1393198
"2057372113","2057372113",NA,NA,NA,119.4094373,-5.1393348
"2057378212","2057378212",NA,NA,NA,119.4106295,-5.1372606
"2057378213","2057378213",NA,NA,NA,119.410707,-5.1372518
"2057378291","2057378291",NA,NA,NA,119.4107152,-5.1373235
"2057378303","2057378303",NA,NA,NA,119.4106376,-5.1373322
"2057390933","2057390933",NA,NA,NA,119.4267445,-5.1122107
"2057390934","2057390934",NA,NA,NA,119.4266939,-5.1122439
"2057390937","2057390937",NA,NA,NA,119.4268138,-5.1123049
"2057390938","2057390938",NA,NA,NA,119.4267525,-5.112346
"2057390962","2057390962",NA,NA,NA,119.4231835,-5.1137027
"2057390963","2057390963",NA,NA,NA,119.4230423,-5.1137119
"2057390964","2057390964",NA,NA,NA,119.4231888,-5.1138234
"2057390965","2057390965",NA,NA,NA,119.4230649,-5.11383
"2057390975","2057390975",NA,NA,NA,119.4238409,-5.1153084
"2057390976","2057390976",NA,NA,NA,119.4239821,-5.1153402
"2057390977","2057390977",NA,NA,NA,119.4238222,-5.1153959
"2057390978","2057390978",NA,NA,NA,119.4239581,-5.1154278
"2057528403","2057528403",NA,NA,NA,119.4675857,-5.149893
"2057528405","2057528405",NA,NA,NA,119.4676636,-5.1499168
"2057528418","2057528418",NA,NA,NA,119.4675438,-5.1500421
"2057528422","2057528422",NA,NA,NA,119.4676426,-5.150069
"2057528424","2057528424",NA,NA,NA,119.4642176,-5.150097
"2057528425","2057528425",NA,NA,NA,119.4640477,-5.1501005
"2057528441","2057528441",NA,NA,NA,119.4640474,-5.1502635
"2057528443","2057528443",NA,NA,NA,119.4642206,-5.1502731
"2057590773","2057590773",NA,NA,NA,119.4107822,-5.1585788
"2057590801","2057590801",NA,NA,NA,119.4107909,-5.1586605
"2057592410","2057592410",NA,NA,NA,119.4144154,-5.1610319
"2057592440","2057592440",NA,NA,NA,119.4147001,-5.1610875
"2057592472","2057592472",NA,NA,NA,119.4120677,-5.1612243
"2057592474","2057592474",NA,NA,NA,119.412169,-5.1612312
"2057592480","2057592480",NA,NA,NA,119.4143716,-5.1612545
"2057592490","2057592490",NA,NA,NA,119.4146562,-5.1613101
"2057592534","2057592534",NA,NA,NA,119.4120557,-5.1614378
"2057592536","2057592536",NA,NA,NA,119.4121517,-5.1614455
"2057690232","2057690232",NA,NA,NA,119.4297723,-5.136047
"2057690308","2057690308",NA,NA,NA,119.4298423,-5.1360922
"2057749772","2057749772",NA,NA,NA,119.5232722,-5.0759985
"2057749897","2057749897",NA,NA,NA,119.5234855,-5.0760592
"2057750089","2057750089",NA,NA,NA,119.5231693,-5.0763572
"2057750118","2057750118",NA,NA,NA,119.5233827,-5.0764179
"2057767746","2057767746",NA,NA,NA,119.5273423,-5.0840749
"2057768102","2057768102",NA,NA,NA,119.5272072,-5.0841777
"2057768609","2057768609",NA,NA,NA,119.5275302,-5.0843201
"2057800444","2057800444",NA,NA,NA,119.4394727,-5.1804267
"2057800448","2057800448",NA,NA,NA,119.4401013,-5.1805792
"2057800449","2057800449",NA,NA,NA,119.4394075,-5.1806934
"2057800451","2057800451",NA,NA,NA,119.4400361,-5.1808459
"2057800956","2057800956","AlfaMART",NA,"convenience",119.4366612,-5.1780269
"2057800964","2057800964",NA,NA,"seafood",119.43826,-5.1780742
"2057800967","2057800967",NA,NA,NA,119.4361325,-5.178488
"2057800968","2057800968",NA,NA,NA,119.4361695,-5.1785063
"2057800970","2057800970",NA,NA,NA,119.4361149,-5.1785235
"2057800971","2057800971",NA,NA,NA,119.4361519,-5.1785418
"2057800984","2057800984",NA,NA,NA,119.4400115,-5.1840699
"2057800985","2057800985",NA,NA,NA,119.4403337,-5.1840912
"2057800986","2057800986",NA,NA,NA,119.4399936,-5.1843387
"2057800987","2057800987",NA,NA,NA,119.4403158,-5.18436
"2057808250","2057808250","INDOMARET",NA,"convenience",119.4433863,-5.1505104
"2057808631","2057808631",NA,NA,NA,119.4441543,-5.1344987
"2057808633","2057808633",NA,NA,NA,119.4442806,-5.1345187
"2057808635","2057808635",NA,NA,NA,119.4441433,-5.1345678
"2057808637","2057808637",NA,NA,NA,119.4442696,-5.1345878
"2057808987","2057808987",NA,NA,NA,119.458605,-5.1429659
"2057808988","2057808988",NA,NA,NA,119.4586449,-5.1429741
"2057808989","2057808989",NA,NA,NA,119.4585803,-5.1430398
"2057808991","2057808991",NA,NA,NA,119.4586202,-5.1430494
"2057811150","2057811150",NA,NA,NA,119.4756145,-5.163779
"2057811168","2057811168",NA,NA,NA,119.4757604,-5.1637932
"2057811261","2057811261",NA,NA,NA,119.4756013,-5.1639126
"2057811275","2057811275",NA,NA,NA,119.4757472,-5.1639269
"2057822967","2057822967",NA,NA,NA,119.4092399,-5.1261163
"2057822996","2057822996",NA,NA,NA,119.4093867,-5.1261591
"2057822998","2057822998",NA,NA,NA,119.4129876,-5.1261652
"2057823000","2057823000",NA,NA,NA,119.4132734,-5.1261681
"2057823009","2057823009",NA,NA,NA,119.409219,-5.1261874
"2057823027","2057823027",NA,NA,NA,119.4129872,-5.1262093
"2057823039","2057823039",NA,NA,NA,119.4132729,-5.1262122
"2057823079","2057823079",NA,NA,NA,119.4093658,-5.1262302
"2057832299","2057832299",NA,NA,NA,119.507626,-5.1364548
"2057832358","2057832358",NA,NA,NA,119.5076911,-5.1365608
"2057832404","2057832404",NA,NA,NA,119.5076076,-5.1366355
"2057832406","2057832406",NA,NA,NA,119.5077602,-5.1366375
"2057832450","2057832450",NA,NA,NA,119.5076767,-5.1367121
"2057832466","2057832466",NA,NA,NA,119.5044693,-5.1368011
"2057832478","2057832478",NA,NA,NA,119.5045364,-5.1367617
"2057832495","2057832495",NA,NA,NA,119.5044676,-5.1368522
"2057832505","2057832505",NA,NA,NA,119.5045856,-5.1368463
"2057966065","2057966065",NA,NA,NA,119.5090733,-5.1370163
"2057966067","2057966067",NA,NA,NA,119.5091483,-5.1370163
"2057966230","2057966230",NA,NA,NA,119.5090733,-5.1371951
"2057966232","2057966232",NA,NA,NA,119.5091483,-5.1371951
"2058082893","2058082893",NA,NA,NA,119.4991626,-5.1682694
"2058116250","2058116250",NA,NA,NA,119.4312264,-5.1237735
"2058116267","2058116267",NA,NA,NA,119.4311969,-5.1238285
"2058139670","2058139670","INDOMARET",NA,"convenience",119.495137,-5.141105
"2058176318","2058176318",NA,NA,NA,119.4462989,-5.1423273
"2058176464","2058176464",NA,NA,NA,119.4462569,-5.1424041
"2058176488","2058176488",NA,NA,NA,119.4464624,-5.1424161
"2058176651","2058176651",NA,NA,NA,119.4464204,-5.1424929
"2058285323","2058285323",NA,NA,NA,119.4774169,-5.141482
"2058285492","2058285492",NA,NA,NA,119.4770367,-5.141785
"2058285493","2058285493",NA,NA,NA,119.4774971,-5.1417378
"2058285505","2058285505",NA,NA,NA,119.4770496,-5.1417694
"2058285506","2058285506",NA,NA,NA,119.4776343,-5.1417577
"2058285556","2058285556",NA,NA,NA,119.476991,-5.1418101
"2058285557","2058285557",NA,NA,NA,119.4774338,-5.1417873
"2058285588","2058285588",NA,NA,NA,119.4769729,-5.1418101
"2058285593","2058285593",NA,NA,NA,119.4775592,-5.1418165
"2058285600","2058285600",NA,NA,NA,119.4774593,-5.1418197
"2058285605","2058285605",NA,NA,NA,119.4773902,-5.1418218
"2058285641","2058285641",NA,NA,NA,119.4774155,-5.1418539
"2058285648","2058285648",NA,NA,NA,119.4769252,-5.1418474
"2058285688","2058285688",NA,NA,NA,119.4772897,-5.1419004
"2058285736","2058285736",NA,NA,NA,119.4772363,-5.1419224
"2058285779","2058285779",NA,NA,NA,119.4773344,-5.1419571
"2058285828","2058285828",NA,NA,NA,119.4772907,-5.1419913
"2058285876","2058285876",NA,NA,NA,119.4770804,-5.1420443
"2058325348","2058325348",NA,NA,NA,119.4198176,-5.1625012
"2058325357","2058325357",NA,NA,NA,119.4199263,-5.1625283
"2058325393","2058325393",NA,NA,NA,119.4197831,-5.1626388
"2058325406","2058325406",NA,NA,NA,119.4198877,-5.162659
"2058332485","2058332485",NA,NA,NA,119.4176161,-5.1687415
"2058332496","2058332496",NA,NA,NA,119.4177303,-5.1687876
"2058332498","2058332498",NA,NA,NA,119.4175837,-5.168821
"2058332506","2058332506",NA,NA,NA,119.4176979,-5.1688671
"2058332561","2058332561",NA,NA,NA,119.412297,-5.1700112
"2058332563","2058332563",NA,NA,NA,119.4123796,-5.1700439
"2058332565","2058332565",NA,NA,NA,119.4122245,-5.1701696
"2058332567","2058332567",NA,NA,NA,119.4123169,-5.1702073
"2058332718","2058332718",NA,NA,NA,119.4158963,-5.1791053
"2058332720","2058332720",NA,NA,NA,119.4159221,-5.179131
"2058332722","2058332722",NA,NA,NA,119.4158635,-5.179134
"2058332724","2058332724",NA,NA,NA,119.4158943,-5.1791597
"2058332858","2058332858",NA,NA,NA,119.4205543,-5.1832114
"2058332860","2058332860",NA,NA,NA,119.420612,-5.1832411
"2058332864","2058332864",NA,NA,NA,119.4205105,-5.1833025
"2058332868","2058332868",NA,NA,NA,119.4205623,-5.1833322
"2058513697","2058513697",NA,NA,NA,119.4407328,-5.1431506
"2058513698","2058513698",NA,NA,NA,119.4408732,-5.143185
"2058513700","2058513700",NA,NA,NA,119.4407161,-5.1432182
"2058513701","2058513701",NA,NA,NA,119.4408565,-5.1432526
"2058513703","2058513703",NA,NA,NA,119.4406273,-5.143549
"2058513704","2058513704",NA,NA,NA,119.4407521,-5.1435759
"2058513705","2058513705",NA,NA,NA,119.4406058,-5.143648
"2058513706","2058513706",NA,NA,NA,119.4407305,-5.143675
"2058614670","2058614670",NA,NA,NA,119.4574823,-5.1418546
"2058614671","2058614671",NA,NA,NA,119.4575311,-5.1418714
"2058614673","2058614673",NA,NA,NA,119.4574598,-5.1419106
"2058614674","2058614674",NA,NA,NA,119.4575123,-5.1419293
"2058658100","2058658100",NA,NA,NA,119.4422752,-5.1583821
"2058658101","2058658101",NA,NA,NA,119.4424096,-5.1583983
"2059173446","2059173446",NA,NA,NA,119.4163941,-5.1358561
"2059173465","2059173465",NA,NA,NA,119.4161499,-5.1358842
"2059173631","2059173631",NA,NA,NA,119.4164113,-5.1359867
"2059173672","2059173672",NA,NA,NA,119.4161631,-5.136006
"2059419139","2059419139",NA,NA,NA,119.4113377,-5.1679265
"2059419152","2059419152",NA,NA,NA,119.4114626,-5.1679566
"2059419166","2059419166",NA,NA,NA,119.4113181,-5.1680074
"2059419177","2059419177",NA,NA,NA,119.411443,-5.1680375
"2059648816","2059648816",NA,NA,NA,119.42222,-5.1405858
"2059649535","2059649535",NA,NA,NA,119.4255986,-5.1413801
"2059649556","2059649556",NA,NA,NA,119.4256908,-5.1413922
"2059649582","2059649582",NA,NA,NA,119.4255738,-5.1415208
"2059649596","2059649596",NA,NA,NA,119.4256655,-5.1415386
"2059966389","2059966389",NA,NA,NA,119.4121574,-5.1284371
"2059966434","2059966434",NA,NA,NA,119.4121066,-5.1284552
"2059966456","2059966456",NA,NA,NA,119.4121452,-5.1284633
"2059966472","2059966472",NA,NA,NA,119.4122902,-5.128475
"2059966504","2059966504",NA,NA,NA,119.4121006,-5.1284916
"2059966578","2059966578",NA,NA,NA,119.412277,-5.128532
"2059967165","2059967165",NA,NA,NA,119.4119129,-5.1292687
"2059967218","2059967218",NA,NA,NA,119.4121018,-5.1293131
"2059967242","2059967242",NA,NA,NA,119.4118969,-5.1293353
"2059967297","2059967297",NA,NA,NA,119.4120835,-5.1293818
"2060061520","2060061520",NA,NA,NA,119.4101814,-5.1289629
"2060061531","2060061531",NA,NA,NA,119.4102225,-5.1289789
"2060061628","2060061628",NA,NA,NA,119.410115,-5.1291315
"2060061633","2060061633",NA,NA,NA,119.4101561,-5.1291476
"2060063305","2060063305",NA,NA,NA,119.4117842,-5.1306901
"2060063313","2060063313",NA,NA,NA,119.4119022,-5.1306969
"2060063422","2060063422",NA,NA,NA,119.4117812,-5.1307444
"2060063436","2060063436",NA,NA,NA,119.4118989,-5.1307514
"2060064106","2060064106",NA,NA,NA,119.411702,-5.131027
"2060064169","2060064169",NA,NA,NA,119.4119004,-5.1310548
"2060064428","2060064428",NA,NA,NA,119.4116789,-5.1311565
"2060064504","2060064504",NA,NA,NA,119.4118848,-5.1311816
"2060065832","2060065832",NA,NA,NA,119.411622,-5.1320174
"2060065843","2060065843",NA,NA,NA,119.4118176,-5.1320259
"2060065869","2060065869",NA,NA,NA,119.4116201,-5.1320604
"2060065874","2060065874",NA,NA,NA,119.4118157,-5.1320689
"2060066123","2060066123",NA,NA,NA,119.4116026,-5.132415
"2060066138","2060066138",NA,NA,NA,119.4117964,-5.1324267
"2060066204","2060066204",NA,NA,NA,119.411598,-5.1324906
"2060066206","2060066206",NA,NA,NA,119.411601,-5.1324973
"2060066209","2060066209",NA,NA,NA,119.4117918,-5.1325023
"2060066212","2060066212",NA,NA,NA,119.4117929,-5.1325062
"2060066226","2060066226",NA,NA,NA,119.4115978,-5.1325661
"2060066229","2060066229",NA,NA,NA,119.4117897,-5.132575
"2061118758","2061118758",NA,NA,NA,119.4524863,-5.1449874
"2061118759","2061118759",NA,NA,NA,119.4524378,-5.1450977
"2061118760","2061118760",NA,NA,NA,119.4528769,-5.1451654
"2061118761","2061118761",NA,NA,NA,119.4527195,-5.1452293
"2061118762","2061118762",NA,NA,NA,119.4528011,-5.1452564
"2061118763","2061118763",NA,NA,NA,119.4528264,-5.1452718
"2061118764","2061118764",NA,NA,NA,119.452667,-5.1453512
"2061118765","2061118765",NA,NA,NA,119.4527467,-5.1453822
"2061535345","2061535345",NA,NA,NA,119.4786693,-5.1741054
"2061535370","2061535370",NA,NA,NA,119.478772,-5.1741767
"2061535395","2061535395",NA,NA,NA,119.4785873,-5.1742227
"2061535442","2061535442",NA,NA,NA,119.47869,-5.174294
"2062661661","2062661661",NA,NA,NA,119.4179668,-5.1630318
"2062661666","2062661666",NA,NA,NA,119.417815,-5.1630717
"2062661681","2062661681",NA,NA,NA,119.417997,-5.1631455
"2062661687","2062661687",NA,NA,NA,119.4178452,-5.1631854
"2062661852","2062661852",NA,NA,NA,119.4109805,-5.1647371
"2062661863","2062661863",NA,NA,NA,119.4113038,-5.1648132
"2062661870","2062661870",NA,NA,NA,119.4109493,-5.1648686
"2062661879","2062661879",NA,NA,NA,119.4112726,-5.1649447
"2062780746","2062780746",NA,NA,NA,119.423222,-5.1792153
"2062780871","2062780871",NA,NA,NA,119.4233676,-5.1792819
"2062780902","2062780902",NA,NA,NA,119.4231866,-5.179292
"2062781005","2062781005",NA,NA,NA,119.4233322,-5.1793586
"2062781122","2062781122",NA,NA,NA,119.4228868,-5.1795246
"2062781173","2062781173",NA,NA,NA,119.423025,-5.1795882
"2062781178","2062781178",NA,NA,NA,119.4228545,-5.1795942
"2062781258","2062781258",NA,NA,NA,119.4229927,-5.1796578
"2062784667","2062784667",NA,NA,NA,119.4267258,-5.1870377
"2062784673","2062784673",NA,NA,NA,119.4268126,-5.1870902
"2062784682","2062784682",NA,NA,NA,119.4267342,-5.187219
"2062977800","2062977800",NA,NA,NA,119.423801,-5.1778358
"2062977822","2062977822",NA,NA,NA,119.4237756,-5.1778841
"2062977828","2062977828",NA,NA,NA,119.4239327,-5.1779045
"2062977845","2062977845",NA,NA,NA,119.4239073,-5.1779528
"2062978843","2062978843",NA,NA,NA,119.4241339,-5.180815
"2062978861","2062978861",NA,NA,NA,119.424248,-5.1808639
"2062978883","2062978883",NA,NA,NA,119.4240997,-5.1808874
"2062978895","2062978895",NA,NA,NA,119.4242178,-5.1809338
"2063372343","2063372343",NA,NA,NA,119.41855,-5.1273852
"2063372347","2063372347",NA,NA,NA,119.4184463,-5.1274009
"2063372434","2063372434",NA,NA,NA,119.4185647,-5.1274773
"2063372446","2063372446",NA,NA,NA,119.4184396,-5.1274829
"2063404692","2063404692",NA,NA,NA,119.4392302,-5.1221526
"2063404713","2063404713",NA,NA,NA,119.4393323,-5.1221744
"2063449647","2063449647",NA,NA,NA,119.4394563,-5.1583237
"2063449662","2063449662",NA,NA,NA,119.4398957,-5.1583744
"2063449677","2063449677",NA,NA,NA,119.4400167,-5.158391
"2063449685","2063449685",NA,NA,NA,119.4398466,-5.1583817
"2063449768","2063449768",NA,NA,NA,119.4398749,-5.1584907
"2063449784","2063449784",NA,NA,NA,119.4399948,-5.1585063
"2063449910","2063449910",NA,NA,NA,119.439827,-5.1585128
"2063450189","2063450189",NA,NA,NA,119.4393866,-5.1589084
"2063450307","2063450307",NA,NA,NA,119.4398926,-5.1589836
"2063461500","2063461500",NA,NA,NA,119.4361511,-5.1548559
"2063461554","2063461554",NA,NA,NA,119.4366677,-5.1549278
"2063462121","2063462121",NA,NA,NA,119.4360755,-5.1553946
"2063462175","2063462175",NA,NA,NA,119.4365921,-5.1554665
"2064171000","2064171000",NA,NA,NA,119.4391151,-5.1370057
"2064171031","2064171031",NA,NA,NA,119.4393737,-5.1370936
"2064171042","2064171042",NA,NA,NA,119.4390767,-5.1371178
"2064171089","2064171089",NA,NA,NA,119.4393352,-5.1372057
"2064179030","2064179030",NA,NA,NA,119.4320957,-5.121759
"2064179035","2064179035",NA,NA,NA,119.4319982,-5.1217632
"2064179072","2064179072",NA,NA,NA,119.4320992,-5.1218378
"2064179076","2064179076",NA,NA,NA,119.4320016,-5.121842
"2065897282","2065897282",NA,NA,NA,119.4191284,-5.1244358
"2065897303","2065897303",NA,NA,NA,119.4189932,-5.1244431
"2065897333","2065897333",NA,NA,NA,119.4189954,-5.1244825
